"job_group","badge","company_name","title","deadline","address_main","address_total","experience","education","employment_type","salary","tech_stack","createdAt","crawledAt","url","description"
"Python, 데이터분석가, 데이터엔지니어, 데이터마이닝, 데이터시각화 외                    수정일 24/12/12","금융·보험 지원 TOP100","(주)마루에이치알","[현대캐피탈/금융기획팀] 데이터분석 및 관리(통계/파이썬,SQL)","~ 01/11(토)","서울  중구","서울  중구","경력무관","고졸↑","계약직","3,900 만원","Python, 데이터분석가, 데이터엔지니어, 데이터마이닝, 데이터시각화","2024-12-17T10:39:54.417Z","2024-12-17T10:39:54.419Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49577771&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, Java, AWS, 솔루션, 빅데이터 외                    수정일 24/12/17","연봉상승률 30% 이상","(사)한국아이씨티기술협회","[국비무료IT취업]자바파이썬/웹개발/빅데이터/인공지능","~ 12/23(월)","서울전체","서울전체","경력무관","학력무관","교육생","","Python, Java, AWS, 솔루션, 빅데이터","2024-12-17T10:39:54.423Z","2024-12-17T10:39:54.423Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49333137&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, Java, 딥러닝, 머신러닝, 빅데이터 외                    수정일 24/12/13","인기있는","에이스휴먼파워(주)","[여의도/338만] 한국평가데이터 DB분석 및 컨설팅 (SQL,파이썬)","~ 12/20(금)","서울  영등포구","서울  영등포구","경력","대졸↑","계약직","338 만원","Python, Java, 딥러닝, 머신러닝, 빅데이터","2024-12-17T10:39:54.425Z","2024-12-17T10:39:54.425Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49521011&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, C++, Java, AWS, 솔루션 외                    수정일 24/12/09","IT개발·데이터 지원 급상승","(주)쇼엠","[인천 송도 근무] 파이썬 개발자 사원 채용","채용시","인천  연수구","인천  연수구","경력무관","학력무관","정규직","","Python, C++, Java, AWS, 솔루션","2024-12-17T10:39:54.427Z","2024-12-17T10:39:54.427Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49536040&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 알고리즘, Keras, Pytorch, Tensorflow 외                    수정일 24/12/11","IT개발·데이터 지원 급상승","(주)데이터앤솔루션","[경력,신입] 파이썬 개발자 정직원 모집(솔루션본부)","~ 01/10(금)","서울  서초구","서울  서초구","경력무관","초대졸↑","정규직","","Python, 알고리즘, Keras, Pytorch, Tensorflow","2024-12-17T10:39:54.429Z","2024-12-17T10:39:54.429Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49570740&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, AWS, Linux, 웹개발, 백엔드/서버개발 외                    등록일 24/12/16","급성장중","(주)케이엘피","파이썬(Python) 크롤링 가능하신분 구합니다.","내일마감","서울  강남구","서울  강남구","경력무관","고졸↑","정규직·계약직","","Python, AWS, Linux, 웹개발, 백엔드/서버개발","2024-12-17T10:39:54.431Z","2024-12-17T10:39:54.431Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49595938&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, AWS, 백엔드/서버개발, 유지보수, 프론트엔드 외                    등록일 24/12/16","급성장중","(주)케이엘피","파이썬(Python) 기반의 풀스택 개발자 모십니다.","내일마감","서울  강남구","서울  강남구","경력무관","고졸↑","정규직·계약직","","Python, AWS, 백엔드/서버개발, 유지보수, 프론트엔드","2024-12-17T10:39:54.432Z","2024-12-17T10:39:54.432Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49595960&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"데이터분석가, 소프트웨어개발                    등록일 24/11/30","연봉상승률 15% 이상","이다웰(주)","파이썬 활용가능 데이터 분석가 모집","~ 12/30(월)","경기  용인시 기흥구","경기  용인시 기흥구","경력무관","학력무관","정규직","","데이터분석가, 소프트웨어개발","2024-12-17T10:39:54.433Z","2024-12-17T10:39:54.433Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501156&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, Linux, 웹개발, 백엔드/서버개발, SE(시스템엔지니어) 외                    등록일 24/12/04","취업축하금","(주)뉴로다임","파이썬 프로그램 개발자","~ 01/02(목)","서울  성동구","서울  성동구","신입·경력","초대졸↑","정규직","","Python, Linux, 웹개발, 백엔드/서버개발, SE(시스템엔지니어)","2024-12-17T10:39:54.434Z","2024-12-17T10:39:54.434Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49524064&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 솔루션, iOS, 소프트웨어개발                    수정일 24/12/09","프리한 복장","주식회사비전코어","파이썬(Python) 및 앱(ios/안드로이드) 개발자 모집","~ 12/28(토)","대구  동구","대구  동구","경력3년↑","초대졸↑","정규직","4,000 만원","Python, 솔루션, iOS, 소프트웨어개발","2024-12-17T10:39:54.437Z","2024-12-17T10:39:54.437Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490854&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, MacOS, 네트워크, 솔루션업체, 소프트웨어개발                    등록일 24/11/29","연봉상승률 10% 이상","(주)아이젝스","[(주)아이젝스] Mac Agent 파이썬 개발자 채용 공고","~ 12/31(화)","서울  금천구","서울  금천구","경력2년↑","초대졸↑","정규직","","Python, MacOS, 네트워크, 솔루션업체, 소프트웨어개발","2024-12-17T10:39:54.438Z","2024-12-17T10:39:54.438Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49496037&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 딥러닝, 머신러닝, 빅데이터, 백엔드/서버개발 외                    등록일 24/12/17","오늘 뜬","(주)씽크풀","5년차이상 파이썬 개발자 모집","~ 01/16(목)","서울  영등포구","서울  영등포구","경력 5~10년","학력무관","정규직","","Python, 딥러닝, 머신러닝, 빅데이터, 백엔드/서버개발","2024-12-17T10:39:54.439Z","2024-12-17T10:39:54.439Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49602559&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 딥러닝, 머신러닝, 빅데이터, 백엔드/서버개발 외                    등록일 24/12/17","오늘 뜬","(주)씽크풀","5년차이상 파이썬 개발자 모집 (석사)","~ 01/16(목)","서울  영등포구","서울  영등포구","경력 5~10년","석사↑","정규직","","Python, 딥러닝, 머신러닝, 빅데이터, 백엔드/서버개발","2024-12-17T10:39:54.440Z","2024-12-17T10:39:54.440Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49608179&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 웹개발, 백엔드/서버개발, SI개발, Javascript 외                    수정일 24/12/11","급성장중","(주)아이이에이","대기업 서비스 스벨트/파이썬 개발자 채용","~ 01/10(금)","서울  강서구","서울  강서구","경력","학력무관","계약직·프리랜서","","Python, 웹개발, 백엔드/서버개발, SI개발, Javascript","2024-12-17T10:39:54.441Z","2024-12-17T10:39:54.441Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49570494&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 딥러닝, 솔루션, 신경망, 컴퓨터비전 외                    수정일 24/12/01","급성장중","(주)댄디테크앤리얼티","파이썬 개발자 경력직 모집, AI vision 경험자 우대","~ 12/31(화)","서울  마포구","서울  마포구","경력무관","석사↑","정규직·인턴직","","Python, 딥러닝, 솔루션, 신경망, 컴퓨터비전","2024-12-17T10:39:54.442Z","2024-12-17T10:39:54.442Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501493&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, AWS, 솔루션, 웹개발, 백엔드/서버개발 외                    등록일 24/12/02","급성장중","(주)한국미용데이터","파이썬(Python, AWS) 경력 개발자 채용","~ 01/01(수)","서울  관악구","서울  관악구","경력1년↑","학력무관","정규직","","Python, AWS, 솔루션, 웹개발, 백엔드/서버개발","2024-12-17T10:39:54.443Z","2024-12-17T10:39:54.443Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49505260&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 솔루션, iOS, 소프트웨어개발                    수정일 24/12/12","프리한 복장","주식회사비전코어","파이썬(Python) 및 앱(ios/안드로이드) 개발자 모집중","~ 12/31(화)","대구  동구","대구  동구","경력3년↑","초대졸↑","정규직","4,000 만원","Python, 솔루션, iOS, 소프트웨어개발","2024-12-17T10:39:54.445Z","2024-12-17T10:39:54.445Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49580425&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, AWS, 백엔드/서버개발, 프론트엔드, Django 외                    등록일 24/10/21","재택근무","링크루트","[유망 스타트업] [경력] 백엔드 개발자 채용 (파이썬)","채용시","서울  관악구","서울  관악구","경력 5~10년","대졸↑","정규직·기간제","","Python, AWS, 백엔드/서버개발, 프론트엔드, Django","2024-12-17T10:39:54.446Z","2024-12-17T10:39:54.446Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49236283&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 웹개발, PostgreSQL, QGIS, 플러그인 외                    수정일 24/12/09","급성장중","(주)도로시","[(주)도로시] QGIS 플러그인 파이썬(Python) 개발자 모집","채용시","서울  금천구","서울  금천구","경력","학력무관","정규직·계약직","","Python, 웹개발, PostgreSQL, QGIS, 플러그인","2024-12-17T10:39:54.447Z","2024-12-17T10:39:54.447Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49326427&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, AWS, 웹개발, 백엔드/서버개발, SE(시스템엔지니어) 외                    수정일 24/11/19","취업축하금","(주)알로카도스","시니어 파이썬 백엔드 엔지니어 채용","내일마감","서울  강남구","서울  강남구","경력 5~15년","학력무관","정규직","","Python, AWS, 웹개발, 백엔드/서버개발, SE(시스템엔지니어)","2024-12-17T10:39:54.448Z","2024-12-17T10:39:54.448Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49432001&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, Java, AWS, 솔루션, 데이터엔지니어 외                    등록일 24/12/14","","에이치알포유(주)","[IT 솔루션 및 통합서비스 전문기업] 파이썬(Python) 개발자","~ 12/20(금)","서울  강남구","서울  강남구","경력 5~20년","초대졸↑","정규직","","Python, Java, AWS, 솔루션, 데이터엔지니어","2024-12-17T10:39:54.449Z","2024-12-17T10:39:54.449Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49589504&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"보조강사, 파트강사, 학원강사, 학원보조, IT강사 외                    수정일 24/12/10","취업축하금","(주)세종교육","파이썬 개발자 과정 강사 채용","~ 01/08(수)","경기  성남시","경기  성남시","신입·경력","고졸↑","정규직·계약직","","보조강사, 파트강사, 학원강사, 학원보조, IT강사","2024-12-17T10:39:54.450Z","2024-12-17T10:39:54.450Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49563510&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"파트강사, 훈련교사, IT강사, 전산회계, 코딩 외                    등록일 24/12/04","","동원컴퓨터학원","전산회계/세무2급, 파이썬(코딩), 오토캐드 강사 모집","~ 12/20(금)","경남  김해시","경남  김해시","경력1년↑","학력무관","파트·프리랜서","","파트강사, 훈련교사, IT강사, 전산회계, 코딩","2024-12-17T10:39:54.452Z","2024-12-17T10:39:54.452Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49528716&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, C++, Java, 솔루션, Linux 외                    수정일 24/11/25","IT개발·데이터 지원 TOP100","(주)파이오링크","[코스닥 상장사] Linux,Python,Java,Api 개발자 모집(신입/경력)","~ 12/31(화)","서울  금천구","서울  금천구","신입·경력","초대졸↑","정규직","","Python, C++, Java, 솔루션, Linux","2024-12-17T10:39:54.454Z","2024-12-17T10:39:54.454Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458119&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, Java, 솔루션, 웹개발, 앱개발 외                    수정일 24/12/17","IT개발·데이터 지원 TOP100","마인드원(주)","소프트웨어 개발 (Java&Python) 신입 및 경력 모집","~ 01/09(목)","서울  강남구","서울  강남구","신입","대졸↑","정규직","","Python, Java, 솔루션, 웹개발, 앱개발","2024-12-17T10:39:54.455Z","2024-12-17T10:39:54.455Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49559707&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 딥러닝, 머신러닝, 빅데이터, 데이터분석가 외                    수정일 24/12/09","기획·전략 지원 급상승","(주)마크클라우드","AI 개발(Python), 데이터분석 및 사업 기획 모집","~ 12/20(금)","서울  강남구","서울  강남구","신입·경력","대졸↑","정규직","","Python, 딥러닝, 머신러닝, 빅데이터, 데이터분석가","2024-12-17T10:39:54.456Z","2024-12-17T10:39:54.456Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49441156&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 딥러닝, 머신러닝, 빅데이터, 데이터분석가 외                    등록일 24/12/09","기획·전략 지원 급상승","(주)마크클라우드","AI 개발(Python), 데이터분석 및 사업 기획 모집(인턴)","~ 02/07(금)","서울  강남구","서울  강남구","경력무관","대졸↑","인턴직","","Python, 딥러닝, 머신러닝, 빅데이터, 데이터분석가","2024-12-17T10:39:54.457Z","2024-12-17T10:39:54.457Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49551418&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, Java, 솔루션, 웹개발, 데이터시각화 외                    등록일 24/12/06","IT개발·데이터 지원 급상승","㈜칸테크","ORACLE/PYTHON/JAVA/SQL 개발자 모집","~ 01/05(일)","서울  강남구","서울  강남구","경력무관","초대졸↑","정규직","","Python, Java, 솔루션, 웹개발, 데이터시각화","2024-12-17T10:39:54.458Z","2024-12-17T10:39:54.458Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49545109&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, C++, Java, 솔루션, 빅데이터 외                    등록일 24/12/09","IT개발·데이터 지원 급상승","조베이스(주)","[솔루션] 백엔드 개발자 모집(python)","~ 01/08(수)","서울  강남구","서울  강남구","경력무관","대졸↑","정규직","","Python, C++, Java, 솔루션, 빅데이터","2024-12-17T10:39:54.459Z","2024-12-17T10:39:54.459Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49555726&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 백엔드/서버개발, 클라우드, API, 인터페이스 외                    수정일 24/12/13","급성장중","(주)에프아이솔루션","[Python 프로그래밍] 백엔드/서버개발 경력직 모집","~ 01/12(일)","서울  금천구","서울  금천구","경력무관","학력무관","정규직·계약직","","Python, 백엔드/서버개발, 클라우드, API, 인터페이스","2024-12-17T10:39:54.460Z","2024-12-17T10:39:54.460Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49588133&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 솔루션, Linux, 웹개발, 백엔드/서버개발 외                    등록일 24/12/05","IT개발·데이터 스크랩 급상승","(주)코레이즈홀딩스","[코레이즈]  Python (Flask) 웹 개발자 채용 (신입-보충역)","~ 01/04(토)","서울  성동구","서울  성동구","신입·경력","학력무관","정규직·계약직","","Python, 솔루션, Linux, 웹개발, 백엔드/서버개발","2024-12-17T10:39:54.461Z","2024-12-17T10:39:54.461Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49537488&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 딥러닝, AWS, 솔루션, 머신러닝 외                    수정일 24/12/17","IT개발·데이터 지원 급상승","행복쇼핑(주)","[재택근무] REACT · PHP · PYTHON 개발자 모집","~ 01/25(토)","서울  양천구","서울  양천구","경력3년↑","초대졸↑","정규직","","Python, 딥러닝, AWS, 솔루션, 머신러닝","2024-12-17T10:39:54.462Z","2024-12-17T10:39:54.462Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49476675&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 빅데이터, 웹개발, 백엔드/서버개발, 앱개발 외                    수정일 24/12/16","취업축하금","(주)꿈선생","Backend, Python Software Engineer 모집 [DealMakers]","~ 01/14(화)","부산  남구","부산  남구","신입·경력","고졸↑","정규직","","Python, 빅데이터, 웹개발, 백엔드/서버개발, 앱개발","2024-12-17T10:39:54.463Z","2024-12-17T10:39:54.463Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49586338&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, Java, AWS, DBA, SI개발 외                    등록일 24/11/25","IT개발·데이터 스크랩 급상승","플러거","마켓빌리 JAVA / DBA / TA / AA / PYTHON Recruitment","~ 12/25(수)","서울  강남구","서울  강남구","경력무관","학력무관","정규직·계약직","","Python, Java, AWS, DBA, SI개발","2024-12-17T10:39:54.464Z","2024-12-17T10:39:54.464Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49463011&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, Java, 웹개발, 백엔드/서버개발, 앱개발 외                    수정일 24/12/13","IT개발·데이터 지원 급상승","(주)만들다컴퍼니","지속 성장가능한 개발 인력 모집-Flutter,Python,JAVA,재택가능","채용시","경기  안양시 동안구","경기  안양시 동안구","경력무관","대졸↑","정규직","3,000 만원","Python, Java, 웹개발, 백엔드/서버개발, 앱개발","2024-12-17T10:39:54.465Z","2024-12-17T10:39:54.465Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49472340&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 솔루션, 머신러닝, 웹개발, 백엔드/서버개발 외                    등록일 24/12/16","취업축하금","(주)이노룰스","[ADP팀] 웹개발자(Python, React, 경력 5년 이상) 경력직 채용","~ 01/14(화)","서울전체","서울전체","경력 5~15년","학력무관","정규직","","Python, 솔루션, 머신러닝, 웹개발, 백엔드/서버개발","2024-12-17T10:39:54.466Z","2024-12-17T10:39:54.466Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49598611&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, AWS, AI(인공지능), PostgreSQL, API 외                    수정일 24/12/16","평균연봉 상위 10%","(주)이수시스템","[이수그룹 IT계열사] Python 개발자 채용","~ 01/15(수)","서울  서초구","서울  서초구","경력 7~11년","대졸↑","정규직","","Python, AWS, AI(인공지능), PostgreSQL, API","2024-12-17T10:39:54.467Z","2024-12-17T10:39:54.467Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49597747&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 딥러닝, 솔루션, 머신러닝, 빅데이터 외                    등록일 24/12/11","취업축하금","(주)엑스오비스","Python 개발 연구원 채용","~ 01/09(목)","서울  강남구","서울  강남구","경력 2~6년","대졸↑","정규직","","Python, 딥러닝, 솔루션, 머신러닝, 빅데이터","2024-12-17T10:39:54.468Z","2024-12-17T10:39:54.468Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49568625&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, Java, Linux, 백엔드/서버개발, RDBMS 외                    수정일 24/12/13","취업축하금","(주)엘리스그룹","백엔드 엔지니어 (Python) 채용","~ 01/11(토)","서울  강남구","서울  강남구","경력 3~5년","대졸↑","정규직","","Python, Java, Linux, 백엔드/서버개발, RDBMS","2024-12-17T10:39:54.469Z","2024-12-17T10:39:54.469Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49576848&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, AWS, 솔루션, 빅데이터, 웹개발 외                    수정일 24/12/17","","(주)사람인에이치에스","[강남/5000천이상] 플랫폼 백엔드 개발 (Python) 정규직","채용시","서울  강남구","서울  강남구","경력 4~12년","학력무관","정규직","","Python, AWS, 솔루션, 빅데이터, 웹개발","2024-12-17T10:39:54.470Z","2024-12-17T10:39:54.470Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49429895&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=f6621136-7f33-43c0-ac5f-a5ac5c3ac347",""
"Python, 딥러닝, 머신러닝, 백엔드/서버개발, 알고리즘 외                    수정일 24/11/13","연봉상승률 20% 이상","아일리스프런티어(주)","AI 서비스 - 자연어처리(NLP)/Python 엔진 개발 (추가 채용)","채용시","서울  종로구","서울  종로구","경력 1~3년","학력무관","정규직","","Python, 딥러닝, 머신러닝, 백엔드/서버개발, 알고리즘","2024-12-17T10:39:57.820Z","2024-12-17T10:39:57.820Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49394122&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=7f927154-9958-4cc3-9239-a6b96bde7fc8",""
"Python, 딥러닝, 머신러닝, 빅데이터, 웹개발 외                    등록일 24/12/10","취업축하금","아일리스프런티어(주)","AI 서비스 - 자연어처리 (NLP) / Python 엔진 개발 (추가 채용)","~ 01/08(수)","서울  종로구","서울  종로구","경력 1~3년","학력무관","정규직","","Python, 딥러닝, 머신러닝, 빅데이터, 웹개발","2024-12-17T10:39:57.821Z","2024-12-17T10:39:57.821Z","https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49565317&location=ts&searchword=%ED%8C%8C%EC%9D%B4%EC%8D%AC&searchType=search&paid_fl=n&search_uuid=7f927154-9958-4cc3-9239-a6b96bde7fc8",""
